Country,ISO3,Year,Month,TRA_MEAS,TRA_COV,Total
Finland,FIN,2014,9,Passengers carried,National transport,212.735
Finland,FIN,2014,9,Passengers carried,International transport,1282.402
Finland,FIN,2014,9,Passengers carried,International transport Intra-EU,934.217
Finland,FIN,2014,9,Passengers carried,International transport Extra-EU,348.185
Finland,FIN,2014,9,Passengers carried (arrival),Total transport,842.412
Finland,FIN,2014,9,Passengers carried (arrival),National transport,212.589
Finland,FIN,2014,9,Passengers carried (arrival),International transport,629.823
Finland,FIN,2014,9,Passengers carried (arrival),International transport Intra-EU,453.405
Finland,FIN,2014,9,Passengers carried (arrival),International transport Extra-EU,176.418
Finland,FIN,2014,9,Passengers carried (departures),Total transport,865.283
Finland,FIN,2014,9,Passengers carried (departures),National transport,212.704
Finland,FIN,2014,9,Passengers carried (departures),International transport,652.579
Finland,FIN,2014,9,Passengers carried (departures),International transport Intra-EU,480.812
Finland,FIN,2014,9,Passengers carried (departures),International transport Extra-EU,171.767
Finland,FIN,2014,8,Passengers carried,Total transport,1537.721
Finland,FIN,2014,8,Passengers carried,National transport,177.697
Finland,FIN,2014,8,Passengers carried,International transport,1360.024
Finland,FIN,2014,8,Passengers carried,International transport Intra-EU,966.594
Finland,FIN,2014,8,Passengers carried,International transport Extra-EU,393.43
Finland,FIN,2014,8,Passengers carried (arrival),Total transport,851.361
Finland,FIN,2014,8,Passengers carried (arrival),National transport,177.7
Finland,FIN,2014,8,Passengers carried (arrival),International transport,673.661
Finland,FIN,2014,8,Passengers carried (arrival),International transport Intra-EU,476.714
Finland,FIN,2014,8,Passengers carried (arrival),International transport Extra-EU,196.947
Finland,FIN,2014,8,Passengers carried (departures),Total transport,864.01
Finland,FIN,2014,8,Passengers carried (departures),National transport,177.647
Finland,FIN,2014,8,Passengers carried (departures),International transport,686.363
Finland,FIN,2014,8,Passengers carried (departures),International transport Intra-EU,489.88
Finland,FIN,2014,8,Passengers carried (departures),International transport Extra-EU,196.483
Finland,FIN,2014,7,Passengers carried,Total transport,1563.729
Finland,FIN,2014,7,Passengers carried,National transport,130.431
Finland,FIN,2014,7,Passengers carried,International transport,1433.298
Finland,FIN,2014,7,Passengers carried,International transport Intra-EU,1045.651
Finland,FIN,2014,7,Passengers carried,International transport Extra-EU,387.647
Finland,FIN,2014,7,Passengers carried (arrival),Total transport,871.705
Finland,FIN,2014,7,Passengers carried (arrival),National transport,130.19
Finland,FIN,2014,7,Passengers carried (arrival),International transport,741.515
Finland,FIN,2014,7,Passengers carried (arrival),International transport Intra-EU,546.317
Finland,FIN,2014,7,Passengers carried (arrival),International transport Extra-EU,195.198
Finland,FIN,2014,7,Passengers carried (departures),Total transport,822.203
Finland,FIN,2014,7,Passengers carried (departures),National transport,130.42
Finland,FIN,2014,7,Passengers carried (departures),International transport,691.783
Finland,FIN,2014,7,Passengers carried (departures),International transport Intra-EU,499.334
Finland,FIN,2014,7,Passengers carried (departures),International transport Extra-EU,192.449
Finland,FIN,2014,6,Passengers carried,Total transport,1609.155
Finland,FIN,2014,6,Passengers carried,National transport,192.18
Finland,FIN,2014,6,Passengers carried,International transport,1416.975
Finland,FIN,2014,6,Passengers carried,International transport Intra-EU,1053.853
Finland,FIN,2014,6,Passengers carried,International transport Extra-EU,363.122
Finland,FIN,2014,6,Passengers carried (arrival),Total transport,886.995
Finland,FIN,2014,6,Passengers carried (arrival),National transport,192.078
Finland,FIN,2014,6,Passengers carried (arrival),International transport,694.917
Finland,FIN,2014,6,Passengers carried (arrival),International transport Intra-EU,513.605
Finland,FIN,2014,6,Passengers carried (arrival),International transport Extra-EU,181.312
Finland,FIN,2014,6,Passengers carried (departures),Total transport,914.233
Finland,FIN,2014,6,Passengers carried (departures),National transport,192.175
Finland,FIN,2014,6,Passengers carried (departures),International transport,722.058
Finland,FIN,2014,6,Passengers carried (departures),International transport Intra-EU,540.248
Finland,FIN,2014,6,Passengers carried (departures),International transport Extra-EU,181.81
Finland,FIN,2014,5,Passengers carried,Total transport,1465.517
Finland,FIN,2014,5,Passengers carried,National transport,201.949
Finland,FIN,2014,5,Passengers carried,International transport,1263.568
Finland,FIN,2014,5,Passengers carried,International transport Intra-EU,941.718
Finland,FIN,2014,5,Passengers carried,International transport Extra-EU,321.85
Finland,FIN,2014,5,Passengers carried (arrival),Total transport,835.958
Finland,FIN,2014,5,Passengers carried (arrival),National transport,201.734
Finland,FIN,2014,5,Passengers carried (arrival),International transport,634.224
Finland,FIN,2014,5,Passengers carried (arrival),International transport Intra-EU,468.735
Finland,FIN,2014,5,Passengers carried (arrival),International transport Extra-EU,165.489
Finland,FIN,2014,5,Passengers carried (departures),Total transport,831.286
Finland,FIN,2014,5,Passengers carried (departures),National transport,201.942
Finland,FIN,2014,5,Passengers carried (departures),International transport,629.344
Finland,FIN,2014,5,Passengers carried (departures),International transport Intra-EU,472.983
Finland,FIN,2014,5,Passengers carried (departures),International transport Extra-EU,156.361
Finland,FIN,2014,4,Passengers carried,Total transport,1420.894
Finland,FIN,2014,4,Passengers carried,National transport,221.023
Finland,FIN,2014,4,Passengers carried,International transport,1199.871
Finland,FIN,2014,4,Passengers carried,International transport Intra-EU,894.341
Finland,FIN,2014,4,Passengers carried,International transport Extra-EU,305.53
Finland,FIN,2014,4,Passengers carried (arrival),Total transport,817.823
Finland,FIN,2014,4,Passengers carried (arrival),National transport,220.852
Finland,FIN,2014,4,Passengers carried (arrival),International transport,596.971
Finland,FIN,2014,4,Passengers carried (arrival),International transport Intra-EU,440.947
Finland,FIN,2014,4,Passengers carried (arrival),International transport Extra-EU,156.024
Finland,FIN,2014,4,Passengers carried (departures),Total transport,823.71
Finland,FIN,2014,4,Passengers carried (departures),National transport,220.81
Finland,FIN,2014,4,Passengers carried (departures),International transport,602.9
Finland,FIN,2014,4,Passengers carried (departures),International transport Intra-EU,453.394
Finland,FIN,2014,4,Passengers carried (departures),International transport Extra-EU,149.506
Finland,FIN,2014,3,Passengers carried,Total transport,1426.007
Finland,FIN,2014,3,Passengers carried,National transport,283.757
Finland,FIN,2014,3,Passengers carried,International transport,1142.25
Finland,FIN,2014,3,Passengers carried,International transport Intra-EU,822.465
Finland,FIN,2014,3,Passengers carried,International transport Extra-EU,319.785
Finland,FIN,2014,3,Passengers carried (arrival),Total transport,860.835
Finland,FIN,2014,3,Passengers carried (arrival),National transport,283.487
Finland,FIN,2014,3,Passengers carried (arrival),International transport,577.348
Finland,FIN,2014,3,Passengers carried (arrival),International transport Intra-EU,408.486
Finland,FIN,2014,3,Passengers carried (arrival),International transport Extra-EU,168.862
Finland,FIN,2014,3,Passengers carried (departures),Total transport,848.06
Finland,FIN,2014,3,Passengers carried (departures),National transport,283.158
Finland,FIN,2014,3,Passengers carried (departures),International transport,564.902
Finland,FIN,2014,3,Passengers carried (departures),International transport Intra-EU,413.979
Finland,FIN,2014,3,Passengers carried (departures),International transport Extra-EU,150.923
Finland,FIN,2014,2,Passengers carried,Total transport,1226.866
Finland,FIN,2014,2,Passengers carried,National transport,232.089
Finland,FIN,2014,2,Passengers carried,International transport,994.777
Finland,FIN,2014,2,Passengers carried,International transport Intra-EU,699.837
Finland,FIN,2014,2,Passengers carried,International transport Extra-EU,294.94
Finland,FIN,2014,2,Passengers carried (arrival),Total transport,727.56
Finland,FIN,2014,2,Passengers carried (arrival),National transport,232.339
Finland,FIN,2014,2,Passengers carried (arrival),International transport,495.221
Finland,FIN,2014,2,Passengers carried (arrival),International transport Intra-EU,348.861
Finland,FIN,2014,2,Passengers carried (arrival),International transport Extra-EU,146.36
Finland,FIN,2014,2,Passengers carried (departures),Total transport,731.579
Finland,FIN,2014,2,Passengers carried (departures),National transport,232.023
Finland,FIN,2014,2,Passengers carried (departures),International transport,499.556
Finland,FIN,2014,2,Passengers carried (departures),International transport Intra-EU,350.976
Finland,FIN,2014,2,Passengers carried (departures),International transport Extra-EU,148.58
Finland,FIN,2014,1,Passengers carried,Total transport,1252.591
Finland,FIN,2014,1,Passengers carried,National transport,210.783
Finland,FIN,2014,1,Passengers carried,International transport,1041.808
Finland,FIN,2014,1,Passengers carried,International transport Intra-EU,713.404
Finland,FIN,2014,1,Passengers carried,International transport Extra-EU,328.404
Finland,FIN,2014,1,Passengers carried (arrival),Total transport,735.858
Finland,FIN,2014,1,Passengers carried (arrival),National transport,210.63
Finland,FIN,2014,1,Passengers carried (arrival),International transport,525.228
Finland,FIN,2014,1,Passengers carried (arrival),International transport Intra-EU,359.615
Finland,FIN,2014,1,Passengers carried (arrival),International transport Extra-EU,165.613
Finland,FIN,2014,1,Passengers carried (departures),Total transport,727.357
Finland,FIN,2014,1,Passengers carried (departures),National transport,210.777
Finland,FIN,2014,1,Passengers carried (departures),International transport,516.58
Finland,FIN,2014,1,Passengers carried (departures),International transport Intra-EU,353.789
Finland,FIN,2014,1,Passengers carried (departures),International transport Extra-EU,162.791
Finland,FIN,2013,12,Passengers carried,Total transport,1335.842
Finland,FIN,2013,12,Passengers carried,National transport,215.12
Finland,FIN,2013,12,Passengers carried,International transport,1120.722
Finland,FIN,2013,12,Passengers carried,International transport Intra-EU,833.996
Finland,FIN,2013,12,Passengers carried,International transport Extra-EU,286.726
Finland,FIN,2013,12,Passengers carried (arrival),Total transport,762.823
Finland,FIN,2013,12,Passengers carried (arrival),National transport,215.056
Finland,FIN,2013,12,Passengers carried (arrival),International transport,547.767
